piece_id,descr,category
99930,Minifig Hair Smooth Combed Sideways,Minifigs
99942,Duplo Brick 2 x 4 x 2 Curved Top with White ''ZOO'' on Green Background Print,"Duplo, Quatro and Primo"
99948,Technic Steel Ball 18 mm,"Technic Steering, Suspension and Engine"
99964,Bear [2 Studs / Dark Tan Muzzle Print],Plants and Animals
agtidcard,Agents ID Card,Non-LEGO
archmia,Minitalia Arch 2 x 10 x 2 with Bottom X Support,Other
b09mf01,Book - Standing Small: A Celebration of 30 years of the Lego Minifigure,Non-LEGO
b09stk01,Ultimate Sticker Collection - Minifigure,Non-LEGO
b09sw,LEGO Star Wars The Visual Dictionary [ISBN-13 9780756655297],Non-LEGO
b11idea,The LEGO Ideas Book - Unlock Your Imagination,Non-LEGO
b11idea2,The LEGO Ideas Book - You Can Build Anything!,Non-LEGO
b12dup01,Book - Let's Go! Vroom!,Non-LEGO
b12dup02,Book - Busy Farm,Non-LEGO
b12dup03,Grow Caterpillar Grow! - Read and build edition,Non-LEGO
b3057,Master Builders Create 'n' Race Idea Book,Non-LEGO
b3058,Master Builders Busy City Idea Book,Non-LEGO
b3059,Master Builders Mars Mission Idea Book,Non-LEGO
b6000stk01,"Idea Book 6000, Legoland",Non-LEGO
b6000stk02,Sticker for Book 6000 - Sheet 2,Non-LEGO
basketball01,Sports Promo Basketball from McDonald's Sports Sets,Other
basketball02l,Sports Promo Basketball Throwing Arm from McDonald's Sports Sets - Left Side,Other
basketball02r,Sports Promo Basketball Throwing Arm from McDonald's Sports Sets - Right Side,Other
bb03pb01,Door 1 x 4 1/2 x 6 with Fire Dept Logo Print [4657],Windows and Doors
bb03pb02,Door 1 x 4 1/2 x 6 with Ari's Village Deli Print [4860],Windows and Doors
bb03pb03,Door 1 x 4 1/2 x 6 with Fast Food Print [4655],Windows and Doors
bb06bd,"Electric, Motor 4.5V/12V Type I 4 x 12 x 3 1/3 Housing Screw (Train)","Power Functions, Mindstorms and Electric"
bb07pb01,"Electric, Motor 4.5V Type I 12 x 4 x 4 with 4.5V stamped on front","Power Functions, Mindstorms and Electric"
bb108pb01,Road Sign Cantilever Cruciform with 'Esso' Print,Tiles Printed
bb1237,Instruction CD-ROM for 8250/8299,Non-LEGO
bb1238,Instruction CD-ROM for 9736,Non-LEGO
bb1240,Instruction CD-ROM for 9747 [RIS v1.5],Non-LEGO
bb1241,CD-Rom for 8450,Non-LEGO
bb1242,CD-Rom for Set 8482-1,Non-LEGO
bb125pb01,Plastic Rectangle 11 x 3 with Gravity Games Logo,"Flags, Signs, Plastics and Cloth"
bb131pb01c02,Road Sign Old Diamond with Black & White Border Major Road Print & Type 2 Base,"Flags, Signs, Plastics and Cloth"
bb131pb02c02,Road Sign Old Diamond with Black & White Border End of Major Road Print & Type 2 Base,"Flags, Signs, Plastics and Cloth"
bb131pb03c01,"Road Sign Old Diamond with Red Border, Plain White Inside Print & Type 1 Base","Flags, Signs, Plastics and Cloth"
bb134pb01c01,Road Sign Old Triangle Inverted with Yield Print & Type 1 Base,"Flags, Signs, Plastics and Cloth"
bb134pb01c02,Road Sign Old Triangle Inverted with Yield Print & Type 2 Base,"Flags, Signs, Plastics and Cloth"
bb134pb02c01,Road Sign Old Triangle Inverted with Halt Print & Type 1 Base,"Flags, Signs, Plastics and Cloth"
bb139pb01c02,Road Sign Old Square with Parking 'P' Print & Type 2 Base,"Flags, Signs, Plastics and Cloth"
bb139pb02c01,Road Sign Old Square with Man Crossing Print & Type 1 Base,"Flags, Signs, Plastics and Cloth"
bb140pb01c01,Road Sign Old Round with No Entry Print & Type 1 Base,"Flags, Signs, Plastics and Cloth"
bb140pb01c02,Road Sign Old Round with No Entry Print & Type 2 Base,"Flags, Signs, Plastics and Cloth"
bb140pb02c01,Road Sign Old Round with No Parking Print & Type 1 Base,"Flags, Signs, Plastics and Cloth"
bb140pb03c02,Road Sign Old Round with Triangle Stop Print & Type 2 Base,"Flags, Signs, Plastics and Cloth"
bb140pb04c01,Road Sign Old Round with White Arrow Right Print & Type 1 Base,"Flags, Signs, Plastics and Cloth"
bb140pb05c02,Road Sign Old Round with No Parking Blue Print & Type 2 Base,"Flags, Signs, Plastics and Cloth"
bb140pb06c01,Road Sign Old Round with Left Turn Prohibited Print & Type 1 Base,"Flags, Signs, Plastics and Cloth"
bb140pb07c01,Road Sign Old Round with White Arrow Left Print & Type 1 Base,"Flags, Signs, Plastics and Cloth"
bb141ac14,"Electric, Wire 4.5V with two lt gray 2-prong Type 1 connectors, 14 Studs Long",Mechanical
bb141c01,"Electric, Connector, 2 Way Male Rounded Narrow Type 1 with Cross-Cut Pins","Power Functions, Mindstorms and Electric"
bb145c05,Hose Soft 3mm D. 5L,Tubes and Hoses
bb145c07,"Hose, Soft 3mm D. 7L / 5.6cm",Tubes and Hoses
bb145c09,Hose Soft 3mm D. 9L,Tubes and Hoses
bb145c12,Hose Soft 3mm D. 12L,Tubes and Hoses
bb146foam,"Foam, Scala, Flower Chain, decorative hanging / fence / human jewelry bracelet","Belville, Scala and Fabuland"
bb15,Homemaker Figure Headgear Hat,Minifig Accessories
bb153pb01,Head with Danju Print,"Bionicle, Hero Factory and Constraction"
bb153pb02,Large Figure Head with Jayko Print,"Bionicle, Hero Factory and Constraction"
bb153pb03,Head with Rascus Print,"Bionicle, Hero Factory and Constraction"
bb153pb04,Large Figure Head with Santis Print,"Bionicle, Hero Factory and Constraction"
bb153pb05,Large Figure Head with Vladek Print,"Bionicle, Hero Factory and Constraction"
bb153pb06,Large Figure Head with King Mathias Print,"Bionicle, Hero Factory and Constraction"
bb153pb07,"Large Figure Head with Vladek, Lord Print","Bionicle, Hero Factory and Constraction"
bb153pb08,Head with Sir Santis Print - Series 2,"Bionicle, Hero Factory and Constraction"
bb153pb09,"Large Figure Head with Rascus, Sir Print - Series 2","Bionicle, Hero Factory and Constraction"
bb153pb10,"Large Figure Head with Jayko, Sir Print - Series 2","Bionicle, Hero Factory and Constraction"
bb153pb16,"Large Figure Head with Danju, Sir Print - Series 2 (8791)","Bionicle, Hero Factory and Constraction"
bb153pr0012,Large Figure Head with Karzon Print,"Bionicle, Hero Factory and Constraction"
bb153pr0013,"Large Figure Head with Adric, Sir Print","Bionicle, Hero Factory and Constraction"
bb153pr0014,Large Figure Head with Dracus Print,"Bionicle, Hero Factory and Constraction"
bb153pr0015,"Large Figure Head with Kentis, Sir Print","Bionicle, Hero Factory and Constraction"
bb153pr0017,"Large Figure Head with Jayko, King Print - Series 3","Bionicle, Hero Factory and Constraction"
bb158a,"Plastic Flag with Lion with Crown Print, Large (Horizontal)",Other
bb158b,"Plastic Flag with Lion with Crown Print, Small (Vertical)",Other
bb15a,Homemaker Figure Headgear Fire Helmet,Minifig Accessories
bb15b,Homemaker Figure Headgear Cowboy Hat,Minifig Accessories
bb15c,Homemaker Figure Headgear Aviator Helmet,Minifig Accessories
bb15d,Homemaker Figure Headgear Indian Feather,Minifig Accessories
bb15e,Homemaker Figure Headgear Top Hat,Minifig Accessories
bb165pb01,"Tile, Modified 2 x 2 without 1 x 1 Quarter Circle with Scala Flower Print",Tiles Printed
bb165pb02,"Tile, Modified 2 x 2 without 1 x 1 Quarter Circle with Scala Red Top Print",Tiles Printed
bb165pb03,"Tile, Modified 2 x 2 without 1 x 1 Quarter Circle with Scala Butterfly Print",Tiles Printed
bb18,"Vehicle, Bumper for RC Racer (Sets 5599/5600)",Other
bb181set,Plastic Flag 4 x 9 with Knights' Kingdom II Scorpion Print [Sheet of bb181a &amp; bb181b],"Flags, Signs, Plastics and Cloth"
bb188,"Sports Ball, Magnetic, Harry Potter",Other
bb190pb01,"Minifig Cape - Cloth, Scalloped 6 Points with Bat Print",Minifig Accessories
bb190pb02,"Minifig Cape Cloth, Scalloped 6 Points with Spider Print",Minifig Accessories
bb195,"Minifig Cape Cloth, Short (SW Jawa)",Minifig Accessories
bb22,Electric Motor 12V,"Power Functions, Mindstorms and Electric"
bb236,"Electric, Battery Pack Charger 7.2V",Mechanical
bb236bc01,"Electric, Connector, 2 Way male Rounded Narrow Type 2 with Cross-Cut Pins","Power Functions, Mindstorms and Electric"
bb273,"Electric, Adapter / Transformer, 120V - 10V AC",Mechanical
bb274,"Electric, Adapter / Transformer, 7V AC - 1.6 amp",Mechanical
bb276,"Electric, Adapter / Transformer, 120V - 12VAC",Mechanical
bb277,Electric IR Transmitter Tower USB Cable,Mechanical
bb278,"Plastic Science &amp; Technology Panels, Complete Sheet [9632 / 9686]","Flags, Signs, Plastics and Cloth"
bb291,Minifig Shield Round Flat,Minifig Accessories
bb291pb03,"Minifig Shield Round Flat with Circle, Triangle and Trident on Gold Background Print",Minifig Accessories
bb291pb04,Minifig Shield Round Flat with Gold Dragon Head with Jagged Teeth Print,Minifig Accessories
bb293,"Electric, Train 12V Transformer for 110V","Power Functions, Mindstorms and Electric"
bb296pb01,Serpent Neck S-Curve with Fixed Pin with Scales Print (Basilisk),Other
bb298,"String, Elastic","String, Bands and Reels"
bb298bc52,"String, Elastic Thin 52L",Other
bb298c82,"String, Elastic 82L","String, Bands and Reels"
bb300,Garage Door Counterweight - Old without Hinge Pin,Windows and Doors
bb300lr,Garage Door Counterweight - Old with Hinge Pin Left and Right,Windows and Doors
bb301,"Technic, Axle Metal Short, for old Expert Builder Gears",Mechanical
bb305pb01,Road Sign Old Round with Black Bar Print Single Piece Unit,"Flags, Signs, Plastics and Cloth"
bb305pb02,Road Sign Old Round with No Thoroughfare Print Single Piece Unit,"Flags, Signs, Plastics and Cloth"
bb305pb03,Road Sign Old Round with No Parking Blue Print Single Piece Unit,"Flags, Signs, Plastics and Cloth"
bb305pb05,Road Sign Old Round with Maximum Speed 30 Print Single Piece Unit,"Flags, Signs, Plastics and Cloth"
bb306pb01,Road Sign Old Square with Parking 'P' Print Single Piece Unit,"Flags, Signs, Plastics and Cloth"
bb307pb01,Road Sign Old Triangle with '+' Print Single Piece Unit,"Flags, Signs, Plastics and Cloth"
bb307pb05,Road Sign Old Triangle with Roundabout Print Single Piece Unit,"Flags, Signs, Plastics and Cloth"
bb307pb06,Road Sign Old Triangle with Pedestrian Crossing 2 People Print Single Piece Unit,"Flags, Signs, Plastics and Cloth"
bb31,Baseplate 8 x 12,Baseplates
bb32,Baseplate 22 x 22 Game Board for Set 1575-2,Baseplates
bb342,"Human Tool, Triangle Ruler",Non-LEGO
bb369,Plastic Sheet for Dacta Structures Set [9618],Non-LEGO
bb370,Plastic Stick with 3 holes for Dacta Structures Set,"Flags, Signs, Plastics and Cloth"
bb393c85,"Electric, Wire 4.5V with four Metal 1-prong connectors, 85 Studs long (Old)",Mechanical
bb398,"Electric, Sensor, Color - NXT","Power Functions, Mindstorms and Electric"
bb42,"Electric, Light & Sound Siren 4 x 2 x 4 Jack Stone",Mechanical
bb481,Minifig Skirt Cloth (Grass),Minifig Accessories
bb494c01pb01,Body Magma Monster Large with Black Top and Black and Orange Print,Minifigs
bb495,Electric 7.4V Rechargeable Battery - NXT [DC plug],Mechanical
bb50,Vehicle Base 6 x 13,Transportation - Land
bb504,Minifig Hockey Stick,Minifig Accessories
bb527,"Electric Adapter / Transformer, 120V / 10V DC","Power Functions, Mindstorms and Electric"
bb53,"Electric, Train 12V Brick 2 x 4 with Power Pickup for Old Train Motor Type I","Power Functions, Mindstorms and Electric"
bb53b,Train 12V Brick 2 x 4 with Power Pickup for Old Train Motor Type I and Type II,Mechanical
bb540,Large Figure Head Modified Super Heroes Green Lantern Print,"Bionicle, Hero Factory and Constraction"
bb542,Large Figure Head Modified Super Heroes Batman Print,"Bionicle, Hero Factory and Constraction"
bb543a,Friends Accessories Frying Pan,Minifig Accessories
bb543b,Friends Accessories Measuring Jug,Minifig Accessories
bb543c,"Friends Accessories Dish, Rectangular",Minifig Accessories
bb543d,Friends Accessories Hand Mixer,Minifig Accessories
bb543e,Friends Accessories Spatula with Holes,Minifig Accessories
bb543f,"Friends Accessories Dish, Round",Minifig Accessories
bb543g,Friends Accessories Cupcake Holder,Minifig Accessories
bb543h,Friends Accessories Cutlery Knife,Minifig Accessories
bb543i,Friends Accessories Cutlery Fork,Minifig Accessories
bb549c01pb01,"Turntable 6 x 6 Round Base Serrated with Dark Purple Top with Hollow Studs and Yellow, White and Dark Green Print (Ninjago Spinner)","Hinges, Arms and Turntables"
bb549c02pb01,"Turntable 6 x 6 Round Base Serrated with Lime Top with Hollow Studs and Red, White and Black Print (Ninjago Spinner)","Hinges, Arms and Turntables"
bb549c03pb01,"Turntable 6 x 6 Round Base Serrated with Pearl Dark Gray Top with Hollow Studs and Gold, Red and Black Print (Ninjago Spinner)","Hinges, Arms and Turntables"
bb549c04pb01,Turntable 6 x 6 Round Base Serrated with Yellow Top with Hollow Studs and White and Dark Green Print (Ninjago Spinner),"Hinges, Arms and Turntables"
bb549c05pb01,Turntable 6 x 6 Round Base Serrated with Bright Green Top with Hollow Studs and Pearl Light Gray Snake Heads Print (Ninjago Spinner),"Hinges, Arms and Turntables"
bb549c06pb01,Turntable 6 x 6 Round Base Serrated with White Top with Hollow Studs and White Faces on Blue Print (Ninjago Spinner),"Hinges, Arms and Turntables"
bb549c07pb01,Turntable 6 x 6 Round Base Serrated with Orange Top with Hollow Studs and Dark Red Faces on Dark Tan and Dark Gray Print (Ninjago Spinner),"Hinges, Arms and Turntables"
bb549c08pb01,"Turntable 6 x 6 Round Base Serrated with Red Top with Hollow Studs and Red, White, Yellow and Black Print (Ninjago Spinner)","Hinges, Arms and Turntables"
bb549c09pb01,Turntable 6 x 6 Round Base Serrated with Medium Orange Top with Hollow Studs and Red Faces with Red Flames Print (Ninjago Spinner),"Hinges, Arms and Turntables"
bb549c10pb01,Turntable 6 x 6 Round Base Serrated with Trans-Neon Green Top and Green with Red Spots Print (Ninjago Spinner),"Hinges, Arms and Turntables"
bb549c15pb01,Turntable 6 x 6 Round Base Serrated with Trans-Black Top with Red Energy Print (Ninjago Spinner),"Hinges, Arms and Turntables"
bb556,"Electric, Sensor, Infrared Seeker, Version 2","Power Functions, Mindstorms and Electric"
bb564c01pb01,Large Figure Head Modified Super Heroes Hulk Print,"Bionicle, Hero Factory and Constraction"
bb567,"Baseplate, Raised 40 x 40 x 5 Castle Chess Board Base No Studs",Baseplates
bb57,"Windscreen, Motorcycle Windshield",Windscreens and Fuselage
bb574,"Hero Factory Mask, One Eye Opening (XT4)","Bionicle, Hero Factory and Constraction"
bb578,"Minifig Cape Cloth, Pointed Collar",Minifig Accessories
bb579,Minifig Skirt Cloth with Diamond Points,Minifig Accessories
bb57pb01,Windscreen Motorcycle with 'POLICE' Print,Windscreens and Fuselage
bb593pb01,Minifig Crest with Red Plumes Print [col10-3],Minifig Accessories
bb594pb01,Dog Chihuahua with Black Eyes and White Pupils Print,Plants and Animals
bb595,Minifig Paint Roller Brush Handle,Minifig Accessories
bb600,USB Cable for Mindstorms EV3 200cm,Mechanical
bb65,Belville Horse Saddle without Studs,"Belville, Scala and Fabuland"
bb68,"String, Net 8 x 16 Rectangle",Other
bb70pb01,"HO Scale, Accessory Petrol Pumps with Center Light Post and Esso Print",Other
bb71pb01,Road Sign Cantilever Curved Rounded with 'Esso' Print (UK Version),Tiles Printed
bb80pb01,"Ball, Inflatable Soccer Ball, Mini - Red, Yellow, Blue Pentagons Print",Non-LEGO
bb80pb02,"Ball, Inflatable Soccer Ball, Mini - Blue Triangles Print",Non-LEGO
bb81c01,"Electric, Connector, 2 Way Male Squared Narrow Long, No Center Stud - Complete Assembly","Power Functions, Mindstorms and Electric"
bb82pb01,Minifig Helmet SW Clone Trooper Ep.2 Print,Minifig Accessories
bb84pb01,Sports Basketball with Spalding Print,Other
bb85,Swan Neck Trailer Base 4 x 13,Transportation - Land
bb89,"Electric, Battery 9V","Power Functions, Mindstorms and Electric"
bb90,"Electric, Battery Pack 7.2V","Power Functions, Mindstorms and Electric"
bb92,Train 12V Transformer for 220V Type 2,"Power Functions, Mindstorms and Electric"
bb93,"Electric, Connector, 2 Way Male Rounded Wide Long","Power Functions, Mindstorms and Electric"
bb93c16,"Electric, Wire 12V with male Rounded Narrow Type 2 Connector and male Rounded Wide Long Connector, 16 Studs Long",Mechanical
bb94,Paper for Set 8094,Non-LEGO
bb96,Tail Vintage,Transportation - Sea and Air
bb96pb03,Tail Vintage with Sterling Print,Transportation - Sea and Air
bb97,"Electric, Train 4.5V On/Off Switch Brick 2 x 4","Power Functions, Mindstorms and Electric"
bball01,"Ball, Inflatable Basketball, Mini - LEGO Sports and NBA Logo Print",Non-LEGO
bbcard01,"Tim Duncan, San Antonio Spurs #21",Non-LEGO
bbcard02,"Ray Allen, Milwaukee Bucks #34",Non-LEGO
bbcard03gl,"Pau Gasol, Memphis Grizzlies #16 (Gold Leaf)",Non-LEGO
bbcard04,"Shaquille O'Neal, Los Angeles Lakers #34",Non-LEGO
bbcard05gl,"Antoine Walker, Boston Celtics #8 (Gold Leaf)",Non-LEGO
bbcard06,"Tony Parker, San Antonio Spurs #9",Non-LEGO
bbcard07,"Vince Carter, Toronto Raptors #15",Non-LEGO
bbcard08gl,"Dirk Nowitzki, Dallas Mavericks #41 (Gold Leaf)",Non-LEGO
bbcard09,"Gary Payton, Seattle Supersonics #20",Non-LEGO
bbcard10,"Kobe Bryant, Los Angeles Lakers #8",Non-LEGO
bbcard11,"Jason Kidd, New Jersey Nets #5",Non-LEGO
bbcard12,"Toni Kukoc, Milwaukee Bucks #7",Non-LEGO
bbcard13gl,"Allen Iverson, Philadelphia 76ers #3 (Gold Leaf)",Non-LEGO
bbcard14,"Tracy McGrady, Orlando Magic #1",Non-LEGO
bbcard15,"Karl Malone, Utah Jazz #32",Non-LEGO
bbcard16,"Paul Pierce, Boston Celtics #34",Non-LEGO
bbcard17,"Jerry Stackhouse, Detroit Pistons #42",Non-LEGO
bbcard18gl,"Steve Nash, Dallas Mavericks #13 (Gold Leaf)",Non-LEGO
bbcard19,"Kevin Garnett, Minnesota Timberwolves #21",Non-LEGO
bbcard20,"Peja Stojakovic, Sacramento Kings #16",Non-LEGO
bbcard21gl,"Jalen Rose, Chicago Bulls #5 (Gold Leaf)",Non-LEGO
bbcard22,"Chris Webber, Sacramento Kings #4",Non-LEGO
bbcard23,"Steve Francis, Houston Rockets #3",Non-LEGO
bbcard24gl,"Allan Houston, New York Knicks #20 (Gold Leaf)",Non-LEGO
bdoor01,Door for Slotted Bricks,Windows and Doors
bear,Bear,Other
bel001,Belville Accessories - Complete Sprue - Hospital,"Belville, Scala and Fabuland"
bel001c,Belville Accessories Hospital Syringe,"Belville, Scala and Fabuland"
bel002,"Belville, Clothes Skirt Short, Sunflower Print","Belville, Scala and Fabuland"
bel003,"Belville Accessories - Complete Sprue - Bow, Flower Type 1, Butterfly, Beetle / Ladybug (same as sc003)","Belville, Scala and Fabuland"
bel003c,Belville Accessories Beetle / Ladybug (same as sc003c),"Belville, Scala and Fabuland"
belblank,Belville Horse Blanket,"Flags, Signs, Plastics and Cloth"
belbow1,"Belville, Clothes Accessories Bow Small","Belville, Scala and Fabuland"
beltent,"Belville Tent Cloth with Blue, Yellow and Pink Spots Print","Belville, Scala and Fabuland"
beltent2,Belville Tent Cloth with Starfish and Clams Print,"Belville, Scala and Fabuland"
beltent3,Belville Tent Cloth with Pink Stripes Print,"Belville, Scala and Fabuland"
belvbaby5,Minifig,Minifigs
belvcloak1,"Belville, Clothes Cloak for King with White and Black Satin Trim and Stiff Collar",Minifigs
belveilpb01,"Belville, Clothes Veil with Gold Flower",Minifigs
belvfair4,Minifig,Minifigs
belvfair6,Minifig,Minifigs
belvfem11,Minifig,Minifigs
belvfem12,"Belville Female - Medic, Light Blue Shorts, White Shirt with EMT Star of Life Print, Light Yellow Hair",Minifigs
belvfem14,Minifig,Minifigs
belvfem16,Minifig,Minifigs
belvfem18,Minifig,Minifigs
belvfem2,Minifig,Minifigs
belvfem20,"Belville Female - White Swimsuit with Dark Pink Bows Print, Light Yellow Hair",Minifigs
belvfem21,Minifig,Minifigs
belvfem23,Minifig,Minifigs
belvfem24,Minifig,Minifigs
belvfem26,Minifig,Minifigs
belvfem3,Minifig,Minifigs
belvfem36,Minifig,Minifigs
belvfem37,Minifig,Minifigs
belvfem39b,"Belville Figure Straight Arm Female with BtPurple Feet, Blouse with White Lace Edging, Lots of Eyeshadow, and Tan Hair",Minifigs
belvfem42,"Belville Female - White Shorts, Light Green Shirt with Shells Necklace, Long Light Yellow Braided Hair",Minifigs
belvfem44,Minifig,Minifigs
belvfem46,Minifig,Minifigs
belvfem51,Minifig,Minifigs
belvfem53,"Belville Female - Girl with Dark Pink Swimsuit with Starfish and Shells Print, Light Yellow Hair Braided",Minifigs
belvfem54,"Belville Female - Sky Blue Top with Scarf and Spider Print, Magenta Legs, Sand Blue Hair #5962",Minifigs
belvfem57,Belville Female - Orange Top with Floral Garland with Butterfly and Ribbon Print,Minifigs
belvfem58,Minifig,Minifigs
belvfem59,Minifig,Minifigs
belvfem6,Belville Female - Princess Paprika Dark Pink Top Lace Inset #5856,Minifigs
belvfem60,"Belville Female - Pink Swimsuit with Square Neck, Dark Pink Bows in Corners, Long Yellow Hair Braided, Bare Feet",Minifigs
belvfem61,"Belville Female - White Swimsuit with Shells and Starfish Print, Black Hair, Pink Shoes",Minifigs
belvfem62,Belville Female - Girl with Black Ponytail and Orange Shirt,Minifigs
belvfem63,Belville Female - Girl with Brown Hair and Pink Shirt,Minifigs
belvfem64,Minifig,Minifigs
belvfem67,"Belville Female - White Swimsuit with Dark Pink and Light Orange Stripes, Short Black Hair, White Shoes",Minifigs
belvfem68,Minifig,Minifigs
belvfem69,Minifig,Minifigs
belvfem71b,"Belville Female - Girl with Bright Pink Top, Magenta Shoes and Long Light Yellow Hair, Dress, Crown",Minifigs
belvfem79,"Belville Female - White Top with Purple Flower Neckline, Light Yellow Hair",Minifigs
belvfem8,Minifig,Minifigs
belvmale1,Minifig,Minifigs
belvmale12,Minifig,Minifigs
belvmale13,Minifig,Minifigs
belvmale15,"Belville Male - Brown Hair, White Shirt with Anchor Print, Blue Pants, White Shoes",Minifigs
belvmale16,Minifig,Minifigs
belvmale17,"Belville Male - Blue Swimsuit, Brown Hair (Child / Boy)",Minifigs
belvmale2,Minifig,Minifigs
belvmale5,Minifig,Minifigs
belvmale6,"Belville Male - White Pants, White Shirt with Badge, Pocket and 2 Pens, Black Hair",Minifigs
belvmale7,Minifig,Minifigs
belvmale9,"Belville Male - Light Blue Shorts, White Shirt with Ship Logo, Black Hair",Minifigs
belvskirt01,"Belville, Clothes Skirt Long, Sheer with Jewel",Minifigs
belvskirt02,"Belville, Clothes Skirt Short, Broadcloth",Minifigs
belvskirt03,"Belville, Clothes Skirt Long with Check Print & Apron with Spider Print",Minifigs
belvskirt11,"Belville, Clothes Skirt Long, Satin with White Snowflakes Print",Minifigs
belvskirt12,"Belville, Clothes Skirt Short, Clam and Starfish Print, Child",Minifigs
belvskirt13,"Belville, Clothes Skirt Long, Pinked Edges and Check Print Apron with Pocket",Minifigs
belvskirt15,"Belville, Clothes Skirt Short, Clam and Starfish Print on White, Adult",Minifigs
belvskirt18,"Belville, Clothes Skirt Long, Roses Print with 3 Rosettes & Lace Hem, with Sheer Layer",Minifigs
belvskirt20,"Belville, Clothes Skirt Long, Rose Print Border and Sheer Purple Layer with 2 Pink Roses",Minifigs
belvskirt24,"Belville, Clothes Skirt Long, Sheer with Golden Layer and Pink Jewel #5877",Minifigs
bfloat1c01,Boat Hull Unitary 24 x 6 x 3 Complete Assembly,Transportation - Sea and Air
bfloat2c01,Boat Hull Unitary 25 x 10 x 4 1/3 Complete Assembly,Transportation - Sea and Air
bfloat3c01,Boat Hull Unitary 38 x 10 x 5 2/3 Complete Assembly,Transportation - Sea and Air
bfloat4c01,Boat Hull Unitary 52 x 12 x 6 1/3 Complete Assembly,Transportation - Sea and Air
bfp001,"Basic Figure Finger Puppet Female [Red, Black Hair]",Minifigs
bfp002,"Basic Figure Finger Puppet Male [Blue, Brown Hair]",Minifigs
bigcat01c01pb01,Duplo Lion Adult Female,"Duplo, Quatro and Primo"
bin01,Dacta Storage Bin Small,Non-LEGO
bin02,"Storage Bin with Retractable Handle on Top, Reinforced Short Sides, Studs on Bottom - LEGO Logo Print",Non-LEGO
bin03,Dacta Storage Bin Large,Non-LEGO
bin04,Dacta Storage Bin Extra Small,Non-LEGO
bin05,Dacta Storage Bin Medium [New Style],Non-LEGO
bin06,Storage Bin with Retractable Handle on Top - LEGO System Print,Non-LEGO
bin07,Dacta Storage Bin 16&quot; x 12.5&quot; x 4.5&quot;,Non-LEGO
bin1960,Storage Bin for Set 1960,Non-LEGO
bion009pb01,Bionicle Head Connector Block (Toa Inika) with White Bottom,"Bionicle, Hero Factory and Constraction"
bion011c01,Bionicle Weapon Inika Light-up Laser Axe,"Bionicle, Hero Factory and Constraction"
bion012c01,Bionicle Weapon Inika Light-up Laser Harpoon (8728),"Bionicle, Hero Factory and Constraction"
bion013c01,Bionicle Weapon Inika Light-up Energized Ice Sword,"Bionicle, Hero Factory and Constraction"
bion014c01,Bionicle Weapon Inika Light-up Laser Crossbow (8731),"Bionicle, Hero Factory and Constraction"
bion015c01,Bionicle Weapon Inika Light-up Energized Flame Sword (8727),"Bionicle, Hero Factory and Constraction"
blankie03,Duplo Cloth Blanket 5 x 6,"Duplo, Quatro and Primo"
bp02a,Baseplate 14 x 14 Rounded Corners,Baseplates
bslot01,"Brick 1 x 2 without Bottom Tube, Slotted (with 1 slot)",Bricks
bslot02,"Brick 2 x 2 without Bottom Tubes, Slotted (with 1 slot)",Bricks
bslot02a,"Brick 2 x 2 without Bottom Tubes, Slotted (with 2 slots, opposite)",Bricks
bslot03,"Brick 2 x 3 without Bottom Tubes, Slotted (with 1 slot)",Bricks
bslot04,"Brick 2 x 4 without Bottom Tubes, Slotted (with 1 slot)",Bricks
bslot08,"Brick 2 x 8 without Bottom Tubes, Slotted (with 1 slot)",Bricks
bslot12,"Brick 2 x 12 without Bottom Tubes, Slotted (with 1 slot)",Bricks
bslot14,"Brick 2 x 14 without Bottom Tubes, Slotted (with 1 slot)",Bricks
bslot16,"Brick 4 x 4 Corner without Bottom Tubes, Slotted (with 1 slot)",Bricks
buckbeak,Hippogriff 'Buckbeak' Body,Other
buckbeakc01,"Hippogriff 'Buckbeak', Complete Assembly",Other
bullseye,Horse 'Bullseye',Other
bwindow01,Window 4 Pane for Slotted Bricks,Windows and Doors
bwindow02,Window 6 Pane for Slotted Bricks,Windows and Doors
bwindow03,Window 8 Pane for Slotted Bricks,Windows and Doors
carbasemi,"Minitalia Brick, Modified 16 x 6 with 4 wheels",Other
carbasemia,"Minitalia Brick, Modified 16 x 6 with 4 Wheels for 132-old Tires",Other
carpet01,Belville Cloth Rug Oriental / Carpet 9 x 15,"Belville, Scala and Fabuland"
carpet02,"Belville Cloth Rug, 7 x 12, Yellow Squares and Cherries Print","Belville, Scala and Fabuland"
case1,Storage Case with LEGO Logo (305 x 264 x 90 mm),Non-LEGO
case10,Storage Case Znap,Non-LEGO
case1030c01,Dacta Storage Case with Sliding Clear Cover and Insert (set 1030),Non-LEGO
case1032c01,Dacta Storage Case with Sliding Clear Cover and Insert (set 1032),Other
case11,Technic Cybermaster Storage Case,Non-LEGO
case4,Storage Case with Two Latches 30 x 42 x 11 studs,Non-LEGO
case7,Storage Case with Molded Handle and Panel Opening,Non-LEGO
case8,"Storage Case with Molded Handle and Panel Opening, Small 'Made In Canada for Samsonite'",Non-LEGO
case9,Storage Case with Molded Internal Tray with Four Compartments,Non-LEGO
cdoor01,"Door 1 x 2 x 4, with Glass for Slotted Bricks",Windows and Doors
chessboard,Chess Board,Non-LEGO
clik01,"Clikits Figure Star - Black Hair Streaked with Purple, Purple Dress with Sash, White Boots",Minifigs
